ANO;MES;CODIGO DEPARTAMENTO;DEPARTAMENTO;CODIGO MUNICIPIO;MUNICIPIO;GRUPO POBLACIONAL;BIOLOGICO;META;DOSIS APLICADAS;COBERTURA;DOSIS APLICADAS ACUMULADAS;COBERTURA ACUMULADA
2022;ENERO;76;VALLE DEL CAUCA;76100;BOLÍVAR;CINCO AÑOS;TRIPLE VIRAL ref 5 anos;262;20;7.633587786259542;20;7.633587786259542
2022;ENERO;76;VALLE DEL CAUCA;76100;BOLÍVAR;CINCO AÑOS;VARICELA ref.;262;20;7.633587786259542;20;7.633587786259542
2022;ENERO;76;VALLE DEL CAUCA;76100;BOLÍVAR;GESTANTES;TdaP ACELULAR GESTANTES;255;5;1.9607843137254901;5;1.9607843137254901
2022;ENERO;76;VALLE DEL CAUCA;76100;BOLÍVAR;VPH;VPH 1ra;145;1;0.6896551724137931;1;0.6896551724137931
2022;ENERO;76;VALLE DEL CAUCA;76100;BOLÍVAR;VPH;VPH 2da;145;0;0.0;0;0.0
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;RECIEN NACIDO;BCG;1111;156;14.041404140414041;156;14.041404140414041
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;RECIEN NACIDO;HEPATITIS B;1111;156;14.041404140414041;156;14.041404140414041
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DOS MESES;POLIO 1ra;1111;116;10.441044104410441;116;10.441044104410441
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CUATRO MESES;POLIO 2da;1111;100;9.000900090009;100;9.000900090009
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;SEIS MESES;POLIO 3ra;1111;103;9.27092709270927;103;9.270927092709272
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DOS MESES;PENTA 1ra;1111;116;10.441044104410441;116;10.441044104410441
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CUATRO MESES;PENTA 2da;1111;100;9.000900090009;100;9.000900090009
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;SEIS MESES;PENTA 3ra;1111;103;9.27092709270927;103;9.270927092709272
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DOS MESES;ROTAVIRUS 1ra;1111;109;9.810981098109812;109;9.810981098109812
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CUATRO MESES;ROTAVIRUS 2da;1111;99;8.91089108910891;99;8.910891089108912
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DOS MESES;NEUMOCOCO 1ra;1111;113;10.171017101710172;113;10.171017101710172
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CUATRO MESES;NEUMOCOCO 2da;1111;101;9.090909090909092;101;9.090909090909092
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;UN AÑO;TRIPLE VIRAL;1192;113;9.479865771812081;113;9.479865771812081
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;UN AÑO;HEPATITIS A;1192;113;9.479865771812081;113;9.479865771812081
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;UN AÑO;VARICELA;1192;113;9.479865771812081;113;9.479865771812081
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;UN AÑO;NEUMOCOCO ref;1192;112;9.395973154362416;112;9.395973154362416
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DIECIOCHO MESES;FIEBRE AMARILLA;1192;82;6.879194630872483;82;6.879194630872483
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DIECIOCHO MESES;POLIO 1ra ref;1192;87;7.298657718120806;87;7.298657718120805
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;DIECIOCHO MESES;PENTA 1era ref;1192;83;6.9630872483221475;83;6.9630872483221475
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CINCO AÑOS;POLIO 2da ref;1525;102;6.688524590163934;102;6.688524590163935
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CINCO AÑOS;DPT 2da ref;1525;102;6.688524590163934;102;6.688524590163935
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CINCO AÑOS;TRIPLE VIRAL ref 5 anos;1525;102;6.688524590163934;102;6.688524590163935
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;CINCO AÑOS;VARICELA ref.;1525;105;6.885245901639345;105;6.885245901639344
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;GESTANTES;TdaP ACELULAR GESTANTES;1111;98;8.82088208820882;98;8.82088208820882
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;VPH;VPH 1ra;958;27;2.8183716075156577;27;2.8183716075156577
2022;ENERO;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;VPH;VPH 2da;958;3;0.31315240083507306;3;0.31315240083507306
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;RECIEN NACIDO;BCG;176;0;0.0;0;0.0
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;RECIEN NACIDO;HEPATITIS B;176;0;0.0;0;0.0
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DOS MESES;POLIO 1ra;176;15;8.522727272727272;15;8.522727272727273
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CUATRO MESES;POLIO 2da;176;16;9.090909090909092;16;9.090909090909092
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;SEIS MESES;POLIO 3ra;176;10;5.681818181818182;10;5.681818181818182
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DOS MESES;PENTA 1ra;176;15;8.522727272727272;15;8.522727272727273
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CUATRO MESES;PENTA 2da;176;16;9.090909090909092;16;9.090909090909092
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;SEIS MESES;PENTA 3ra;176;10;5.681818181818182;10;5.681818181818182
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DOS MESES;ROTAVIRUS 1ra;176;14;7.954545454545454;14;7.954545454545454
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CUATRO MESES;ROTAVIRUS 2da;176;16;9.090909090909092;16;9.090909090909092
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DOS MESES;NEUMOCOCO 1ra;176;15;8.522727272727272;15;8.522727272727273
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CUATRO MESES;NEUMOCOCO 2da;176;16;9.090909090909092;16;9.090909090909092
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;UN AÑO;TRIPLE VIRAL;181;18;9.94475138121547;18;9.94475138121547
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;UN AÑO;HEPATITIS A;181;18;9.94475138121547;18;9.94475138121547
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;UN AÑO;VARICELA;181;18;9.94475138121547;18;9.94475138121547
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;UN AÑO;NEUMOCOCO ref;181;18;9.94475138121547;18;9.94475138121547
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DIECIOCHO MESES;FIEBRE AMARILLA;181;5;2.7624309392265194;5;2.7624309392265194
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DIECIOCHO MESES;POLIO 1ra ref;181;6;3.314917127071823;6;3.314917127071823
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;DIECIOCHO MESES;PENTA 1era ref;181;6;3.314917127071823;6;3.314917127071823
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CINCO AÑOS;POLIO 2da ref;209;16;7.655502392344498;16;7.655502392344498
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CINCO AÑOS;DPT 2da ref;209;16;7.655502392344498;16;7.655502392344498
2022;ENERO;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;CINCO AÑOS;TRIPLE VIRAL ref 5 anos;209;16;7.655502392344498;16;7.655502392344498
